Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.6000000000000001,Accuracy,0.788,0.788
0.6000000000000001,Recall,0.78,0.88
0.6000000000000001,Precision,0.986,0.257
0.6000000000000001,TSS,0.661,0.661
0.6000000000000001,HSS,0.314,0.314
0.6000000000000001,FAR,0.013,0.742
0.6000000000000001,FPR,0.119,0.219
