T_REC,_modelType,JianceType,NOAA_ARS,CV0_prob,CV1_prob,CV2_prob,CV3_prob,CV4_prob,CV5_prob,CV6_prob,CV7_prob,CV8_prob,CV9_prob,Nmbr,CV_average,Class,new_noaaid,predictday
20220302,Onefitall_26,TSS,12957,0.328,0.258,0.213,0.543,0.272,0.378,0.24,0.263,0.289,0.376,12957,0.316,N,12957,20220303
20220303,Onefitall_26,TSS,"12954,12955,12956",0.312,0.218,0.43,0.547,0.221,0.353,0.248,0.192,0.33,0.349,12955,0.32,N,12956,20220304
20220303,Onefitall_26,TSS,12958,0.184,0.117,0.213,0.09,0.112,0.217,0.089,0.139,0.197,0.112,12958,0.147,N,12958,20220304
20220303,Onefitall_26,TSS,12957,0.168,0.222,0.088,0.23,0.223,0.211,0.116,0.279,0.153,0.169,12957,0.185,N,12957,20220304
20220305,Onefitall_26,TSS,"12957,12961",0.886,0.733,0.813,0.861,0.742,0.766,0.719,0.626,0.818,0.865,12961,0.782,C,12957,20220306
20220305,Onefitall_26,TSS,12958,0.05,0.064,0.046,0.017,0.057,0.081,0.031,0.106,0.065,0.025,12958,0.054,N,12958,20220306
20220305,Onefitall_26,TSS,12960,0.92,0.804,0.924,0.938,0.752,0.818,0.891,0.679,0.867,0.931,12960,0.852,N,12960,20220306
20220306,Onefitall_26,TSS,12960,0.759,0.687,0.721,0.835,0.591,0.608,0.736,0.597,0.646,0.796,12960,0.697,N,12960,20220307
20220306,Onefitall_26,TSS,"12957,12961",0.534,0.379,0.388,0.603,0.413,0.525,0.362,0.357,0.455,0.553,12961,0.456,C,12961,20220307
20220306,Onefitall_26,TSS,12958,0.028,0.049,0.022,0.007,0.041,0.046,0.02,0.1,0.037,0.013,12958,0.036,N,12958,20220307
20220307,Onefitall_26,TSS,12962,0.219,0.149,0.205,0.288,0.164,0.308,0.174,0.178,0.238,0.224,12962,0.214,N,12962,20220308
20220307,Onefitall_26,TSS,"12957,12961",0.419,0.254,0.377,0.529,0.279,0.457,0.285,0.25,0.388,0.42,12957,0.365,N,12961,20220308
20220307,Onefitall_26,TSS,12960,0.555,0.612,0.485,0.671,0.483,0.405,0.525,0.56,0.46,0.604,12960,0.536,N,12960,20220308
20220308,Onefitall_26,TSS,12962,0.05,0.069,0.029,0.026,0.067,0.081,0.033,0.129,0.061,0.03,12962,0.057,N,12962,20220309
20220308,Onefitall_26,TSS,12960,0.582,0.661,0.501,0.644,0.52,0.384,0.548,0.592,0.504,0.603,12960,0.553,N,12960,20220309
20220308,Onefitall_26,TSS,"12957,12961",0.309,0.181,0.347,0.384,0.192,0.372,0.227,0.189,0.318,0.278,12957,0.279,N,12961,20220309
20220309,Onefitall_26,TSS,12962,0.033,0.059,0.017,0.011,0.052,0.052,0.022,0.123,0.04,0.015,12962,0.042,C,12962,20220310
20220309,Onefitall_26,TSS,12960,0.174,0.453,0.162,0.272,0.318,0.162,0.235,0.461,0.209,0.24,12960,0.268,N,12960,20220310
20220310,Onefitall_26,TSS,12960,0.157,0.435,0.162,0.262,0.3,0.154,0.225,0.433,0.195,0.224,12960,0.254,N,12960,20220311
20220310,Onefitall_26,TSS,12965,0.725,0.597,0.815,0.869,0.67,0.783,0.817,0.552,0.767,0.896,12965,0.749,C,12965,20220311
20220310,Onefitall_26,TSS,12962,0.036,0.063,0.017,0.013,0.057,0.057,0.024,0.129,0.041,0.018,12962,0.045,N,12962,20220311
20220311,Onefitall_26,TSS,12965,0.704,0.614,0.771,0.826,0.689,0.762,0.807,0.598,0.727,0.886,12965,0.738,C,12965,20220312
20220311,Onefitall_26,TSS,12960,0.239,0.436,0.274,0.403,0.318,0.208,0.292,0.393,0.258,0.34,12960,0.316,N,12960,20220312
20220312,Onefitall_26,TSS,12960,0.406,0.428,0.462,0.631,0.354,0.341,0.398,0.36,0.375,0.519,12960,0.427,N,12960,20220313
20220312,Onefitall_26,TSS,12965,0.688,0.59,0.695,0.762,0.67,0.719,0.742,0.601,0.657,0.859,12965,0.698,N,12965,20220313
20220313,Onefitall_26,TSS,12965,0.607,0.544,0.541,0.637,0.617,0.649,0.659,0.577,0.54,0.783,12965,0.615,M,12965,20220314
20220314,Onefitall_26,TSS,12967,0.027,0.097,0.051,0.027,0.087,0.065,0.041,0.134,0.057,0.039,12967,0.062,N,12967,20220315
20220314,Onefitall_26,TSS,12965,0.675,0.6,0.565,0.625,0.666,0.672,0.658,0.628,0.589,0.771,12965,0.644,M,12965,20220315
20220315,Onefitall_26,TSS,12967,0.011,0.04,0.011,0.005,0.037,0.023,0.014,0.095,0.019,0.01,12967,0.026,N,12967,20220316
20220315,Onefitall_26,TSS,12965,0.627,0.536,0.489,0.579,0.624,0.644,0.589,0.567,0.557,0.737,12965,0.594,N,12965,20220316
20220316,Onefitall_26,TSS,12967,0.011,0.035,0.009,0.004,0.03,0.021,0.012,0.09,0.017,0.007,12967,0.023,N,12967,20220317
20220316,Onefitall_26,TSS,12965,0.524,0.46,0.407,0.509,0.558,0.597,0.555,0.514,0.479,0.687,12965,0.529,C,12965,20220317
20220317,Onefitall_26,TSS,12967,0.011,0.032,0.009,0.004,0.027,0.02,0.011,0.084,0.016,0.006,12967,0.022,N,12967,20220318
20220317,Onefitall_26,TSS,12965,0.475,0.408,0.408,0.547,0.491,0.588,0.562,0.448,0.472,0.669,12965,0.506,N,12965,20220318
20220318,Onefitall_26,TSS,12965,0.464,0.365,0.471,0.627,0.432,0.585,0.568,0.375,0.5,0.659,12965,0.504,C,12965,20220319
20220318,Onefitall_26,TSS,12967,0.013,0.034,0.01,0.004,0.027,0.023,0.011,0.083,0.019,0.007,12967,0.023,N,12967,20220319
20220321,Onefitall_26,TSS,12972,0.033,0.058,0.034,0.015,0.054,0.061,0.026,0.094,0.048,0.021,12972,0.044,C,12972,20220322
20220322,Onefitall_26,TSS,12972,0.026,0.051,0.027,0.01,0.046,0.051,0.021,0.097,0.039,0.018,12972,0.038,N,12972,20220323
20220324,Onefitall_26,TSS,12974,0.294,0.161,0.32,0.302,0.166,0.349,0.186,0.172,0.297,0.227,12974,0.247,M,12974,20220325
20220325,Onefitall_26,TSS,12974,0.138,0.105,0.12,0.088,0.105,0.189,0.075,0.139,0.151,0.085,12974,0.119,N,12974,20220326
20220326,Onefitall_26,TSS,"12975,12976",0.938,0.905,0.961,0.955,0.926,0.924,0.948,0.863,0.95,0.961,12975,0.933,C,12975,20220327
20220326,Onefitall_26,TSS,12974,0.06,0.068,0.049,0.021,0.063,0.092,0.031,0.108,0.072,0.029,12974,0.059,N,12974,20220327
20220327,Onefitall_26,TSS,"12975,12976",0.933,0.913,0.957,0.942,0.934,0.918,0.953,0.883,0.943,0.954,12976,0.933,M,12975,20220328
20220327,Onefitall_26,TSS,12974,0.062,0.071,0.058,0.021,0.067,0.099,0.036,0.108,0.08,0.032,12974,0.063,N,12974,20220328
20220328,Onefitall_26,TSS,"12975,12976",0.883,0.867,0.925,0.889,0.892,0.866,0.915,0.863,0.885,0.934,12976,0.891,M,12975,20220329
20220328,Onefitall_26,TSS,12974,0.044,0.057,0.036,0.011,0.051,0.069,0.026,0.101,0.052,0.018,12974,0.046,N,12974,20220329
20220329,Onefitall_26,TSS,"12975,12976",0.949,0.925,0.968,0.959,0.948,0.931,0.959,0.904,0.956,0.961,12975,0.946,X,12975,20220330
20220329,Onefitall_26,TSS,12978,0.845,0.806,0.915,0.913,0.841,0.875,0.918,0.76,0.879,0.94,12978,0.869,C,12978,20220330
20220329,Onefitall_26,TSS,12977,0.02,0.041,0.015,0.005,0.032,0.031,0.015,0.092,0.025,0.009,12977,0.028,N,12977,20220330
20220329,Onefitall_26,TSS,12974,0.039,0.057,0.032,0.011,0.05,0.066,0.026,0.106,0.052,0.018,12974,0.045,N,12974,20220330
20220330,Onefitall_26,TSS,"12975,12976",0.93,0.913,0.962,0.947,0.94,0.921,0.955,0.895,0.945,0.956,12976,0.936,M,12975,20220331
20220330,Onefitall_26,TSS,12978,0.846,0.822,0.906,0.897,0.854,0.868,0.914,0.788,0.875,0.931,12978,0.87,C,12978,20220331
20220330,Onefitall_26,TSS,12980,0.014,0.037,0.01,0.004,0.029,0.024,0.012,0.094,0.02,0.008,12980,0.025,N,12980,20220331
20220331,Onefitall_26,TSS,12978,0.76,0.761,0.803,0.782,0.785,0.788,0.858,0.755,0.748,0.878,12978,0.791,C,12978,20220401
20220331,Onefitall_26,TSS,"12975,12976",0.934,0.92,0.965,0.955,0.948,0.931,0.96,0.9,0.954,0.961,12975,0.942,C,12975,20220401
20220401,Onefitall_26,TSS,"12975,12976",0.918,0.911,0.964,0.951,0.945,0.928,0.96,0.891,0.951,0.962,12976,0.938,M,12975,20220402
20220402,Onefitall_26,TSS,"12978,12981",0.824,0.819,0.815,0.742,0.842,0.79,0.847,0.817,0.787,0.852,12981,0.813,C,12981,20220403
20220402,Onefitall_26,TSS,"12975,12976,12977",0.736,0.798,0.909,0.863,0.861,0.845,0.918,0.803,0.84,0.933,12976,0.85,C,12976,20220403
20220403,Onefitall_26,TSS,"12978,12981",0.496,0.599,0.42,0.379,0.621,0.533,0.552,0.673,0.431,0.561,12978,0.526,N,12981,20220404
20220403,Onefitall_26,TSS,12983,0.118,0.101,0.188,0.081,0.096,0.172,0.077,0.122,0.149,0.092,12983,0.119,N,12983,20220404
20220403,Onefitall_26,TSS,12982,0.013,0.035,0.008,0.004,0.027,0.022,0.011,0.091,0.018,0.007,12982,0.023,C,12982,20220404
20220404,Onefitall_26,TSS,12983,0.082,0.083,0.088,0.035,0.076,0.121,0.047,0.124,0.1,0.048,12983,0.08,N,12983,20220405
20220404,Onefitall_26,TSS,12982,0.013,0.034,0.009,0.004,0.027,0.022,0.011,0.089,0.018,0.007,12982,0.023,N,12982,20220405
20220404,Onefitall_26,TSS,"12978,12981",0.512,0.581,0.426,0.387,0.629,0.562,0.564,0.659,0.451,0.582,12981,0.535,C,12981,20220405
20220405,Onefitall_26,TSS,12983,0.033,0.054,0.023,0.01,0.047,0.053,0.021,0.108,0.042,0.015,12983,0.04,N,12983,20220406
20220405,Onefitall_26,TSS,12985,0.135,0.109,0.194,0.107,0.103,0.203,0.1,0.135,0.162,0.104,12985,0.135,N,12985,20220406
20220405,Onefitall_26,TSS,"12978,12981",0.526,0.568,0.451,0.431,0.637,0.608,0.63,0.638,0.485,0.666,12981,0.564,C,12981,20220406
20220406,Onefitall_26,TSS,12983,0.032,0.056,0.019,0.009,0.047,0.052,0.022,0.115,0.04,0.015,12983,0.04,N,12983,20220407
20220406,Onefitall_26,TSS,"12978,12981",0.574,0.584,0.586,0.552,0.663,0.666,0.694,0.627,0.584,0.742,12981,0.627,N,12981,20220407
20220406,Onefitall_26,TSS,12985,0.031,0.05,0.022,0.01,0.043,0.05,0.022,0.097,0.04,0.015,12985,0.038,C,12985,20220407
20220407,Onefitall_26,TSS,12985,0.048,0.066,0.038,0.018,0.059,0.08,0.03,0.111,0.061,0.025,12985,0.053,N,12985,20220408
20220408,Onefitall_26,TSS,12985,0.027,0.048,0.02,0.007,0.042,0.046,0.018,0.098,0.036,0.013,12985,0.035,N,12985,20220409
20220408,Onefitall_26,TSS,12983,0.255,0.153,0.257,0.207,0.151,0.311,0.157,0.171,0.252,0.178,12983,0.209,N,12983,20220409
20220409,Onefitall_26,TSS,12985,0.038,0.056,0.029,0.01,0.048,0.062,0.024,0.103,0.05,0.017,12985,0.043,N,12985,20220410
20220414,Onefitall_26,TSS,12989,0.02,0.037,0.017,0.006,0.03,0.033,0.014,0.079,0.026,0.01,12989,0.027,N,12989,20220415
20220415,Onefitall_26,TSS,12989,0.028,0.046,0.028,0.008,0.039,0.047,0.02,0.09,0.038,0.014,12989,0.035,N,12989,20220416
20220415,Onefitall_26,TSS,12990,0.022,0.049,0.02,0.007,0.043,0.04,0.018,0.099,0.033,0.013,12990,0.034,N,12990,20220416
20220416,Onefitall_26,TSS,12989,0.024,0.042,0.022,0.006,0.035,0.04,0.017,0.086,0.032,0.011,12989,0.031,N,12989,20220417
20220416,Onefitall_26,TSS,12991,0.082,0.106,0.154,0.067,0.098,0.137,0.072,0.125,0.121,0.075,12991,0.103,N,12991,20220417
20220416,Onefitall_26,TSS,12990,0.027,0.051,0.027,0.01,0.046,0.05,0.021,0.093,0.041,0.016,12990,0.038,N,12990,20220417
20220417,Onefitall_26,TSS,12991,0.025,0.054,0.029,0.012,0.051,0.048,0.022,0.099,0.04,0.02,12991,0.039,N,12991,20220418
20220417,Onefitall_26,TSS,12990,0.024,0.05,0.026,0.011,0.047,0.047,0.02,0.093,0.037,0.017,12990,0.037,N,12990,20220418
20220418,Onefitall_26,TSS,"12993,12994",0.698,0.805,0.925,0.865,0.867,0.85,0.921,0.819,0.855,0.938,12994,0.854,M,12994,20220419
20220418,Onefitall_26,TSS,12991,0.016,0.041,0.015,0.006,0.037,0.03,0.014,0.09,0.025,0.01,12991,0.028,N,12991,20220419
20220418,Onefitall_26,TSS,12990,0.076,0.09,0.099,0.043,0.086,0.121,0.048,0.116,0.103,0.058,12990,0.084,N,12990,20220419
20220419,Onefitall_26,TSS,"12993,12994",0.804,0.85,0.943,0.91,0.907,0.878,0.936,0.852,0.899,0.944,12993,0.892,C,12994,20220420
20220419,Onefitall_26,TSS,12991,0.012,0.034,0.009,0.004,0.029,0.022,0.012,0.088,0.018,0.007,12991,0.023,N,12991,20220420
20220421,Onefitall_26,TSS,"12993,12994",0.688,0.8,0.874,0.75,0.865,0.807,0.896,0.825,0.803,0.892,12994,0.82,M,12993,20220422
20220421,Onefitall_26,TSS,12995,0.561,0.445,0.719,0.811,0.387,0.471,0.555,0.337,0.529,0.685,12995,0.55,N,12995,20220422
20220421,Onefitall_26,TSS,12991,0.05,0.062,0.039,0.018,0.056,0.079,0.029,0.1,0.06,0.023,12991,0.051,N,12991,20220422
20220422,Onefitall_26,TSS,"12993,12994",0.586,0.752,0.801,0.6,0.819,0.745,0.845,0.799,0.712,0.836,12994,0.749,C,12993,20220423
20220422,Onefitall_26,TSS,"12995,12996",0.425,0.285,0.497,0.586,0.33,0.459,0.372,0.285,0.45,0.5,12996,0.418,N,12996,20220423
20220422,Onefitall_26,TSS,12991,0.037,0.057,0.025,0.012,0.049,0.061,0.024,0.107,0.047,0.018,12991,0.043,N,12991,20220423
20220423,Onefitall_26,TSS,"12993,12994,12995,12996",0.56,0.726,0.83,0.681,0.826,0.758,0.851,0.795,0.735,0.88,12994,0.764,C,12993,20220424
20220423,Onefitall_26,TSS,12991,0.072,0.076,0.056,0.025,0.067,0.108,0.042,0.122,0.081,0.033,12991,0.068,N,12991,20220424
20220424,Onefitall_26,TSS,"12993,12994,12995,12996",0.562,0.722,0.824,0.668,0.824,0.749,0.848,0.791,0.725,0.874,12994,0.758,M,12995,20220425
20220425,Onefitall_26,TSS,12997,0.106,0.091,0.113,0.069,0.088,0.163,0.071,0.126,0.126,0.071,12997,0.102,N,12997,20220426
20220425,Onefitall_26,TSS,"12993,12994,12995,12996",0.581,0.725,0.832,0.685,0.831,0.754,0.856,0.792,0.739,0.885,12995,0.767,C,12994,20220426
20220426,Onefitall_26,TSS,"12993,12994,12995,12996",0.608,0.724,0.843,0.716,0.838,0.763,0.868,0.785,0.758,0.897,12996,0.78,C,12995,20220427
20220426,Onefitall_26,TSS,12997,0.055,0.067,0.047,0.021,0.061,0.089,0.034,0.111,0.07,0.028,12997,0.058,N,12997,20220427
20220428,Onefitall_26,TSS,13000,0.044,0.059,0.054,0.013,0.051,0.074,0.03,0.101,0.06,0.023,13000,0.05,N,13000,20220429
20220428,Onefitall_26,TSS,12997,0.058,0.068,0.052,0.02,0.062,0.094,0.035,0.107,0.072,0.028,12997,0.059,N,12997,20220429
20220428,Onefitall_26,TSS,12999,0.167,0.146,0.116,0.192,0.164,0.226,0.103,0.191,0.173,0.137,12999,0.161,N,12999,20220429
20220430,Onefitall_26,TSS,12999,0.091,0.117,0.061,0.083,0.126,0.144,0.06,0.164,0.107,0.067,12999,0.102,N,12999,20220501
20220430,Onefitall_26,TSS,12997,0.037,0.054,0.028,0.011,0.047,0.06,0.022,0.1,0.047,0.018,12997,0.042,N,12997,20220501
20220430,Onefitall_26,TSS,13001,0.22,0.169,0.357,0.365,0.17,0.269,0.173,0.161,0.262,0.238,13001,0.238,N,13001,20220501
20220501,Onefitall_26,TSS,13001,0.107,0.135,0.176,0.174,0.133,0.166,0.096,0.15,0.152,0.128,13001,0.141,N,13001,20220502
20220501,Onefitall_26,TSS,12999,0.098,0.116,0.067,0.079,0.119,0.15,0.06,0.159,0.107,0.063,12999,0.101,N,12999,20220502
20220502,Onefitall_26,TSS,12999,0.202,0.163,0.17,0.241,0.171,0.271,0.135,0.185,0.205,0.166,12999,0.19,N,12999,20220503
20220502,Onefitall_26,TSS,13001,0.055,0.113,0.087,0.073,0.105,0.096,0.06,0.144,0.089,0.062,13001,0.088,N,13001,20220503
20220502,Onefitall_26,TSS,12997,0.117,0.092,0.141,0.048,0.083,0.161,0.072,0.129,0.134,0.061,12997,0.103,N,12997,20220503
20220503,Onefitall_26,TSS,12999,0.229,0.158,0.249,0.288,0.164,0.302,0.166,0.169,0.234,0.197,12999,0.215,N,12999,20220504
20220503,Onefitall_26,TSS,13001,0.081,0.168,0.145,0.143,0.149,0.126,0.099,0.182,0.128,0.105,13001,0.132,N,13001,20220504
20220504,Onefitall_26,TSS,13004,0.972,0.93,0.959,0.945,0.867,0.859,0.958,0.835,0.946,0.965,13004,0.923,C,13004,20220505
20220504,Onefitall_26,TSS,13001,0.099,0.203,0.182,0.205,0.173,0.149,0.13,0.2,0.149,0.148,13001,0.163,N,13001,20220505
20220505,Onefitall_26,TSS,13001,0.152,0.236,0.278,0.302,0.202,0.199,0.181,0.209,0.204,0.216,13001,0.217,N,13001,20220506
20220505,Onefitall_26,TSS,13004,0.889,0.852,0.842,0.865,0.747,0.745,0.904,0.781,0.797,0.896,13004,0.831,C,13004,20220506
20220506,Onefitall_26,TSS,13004,0.884,0.831,0.835,0.864,0.741,0.764,0.886,0.764,0.772,0.889,13004,0.823,N,13004,20220507
20220506,Onefitall_26,TSS,13006,0.647,0.438,0.635,0.774,0.504,0.683,0.645,0.403,0.648,0.776,13006,0.615,C,13006,20220507
20220506,Onefitall_26,TSS,13001,0.242,0.241,0.438,0.421,0.219,0.276,0.232,0.2,0.291,0.305,13001,0.286,N,13001,20220507
20220507,Onefitall_26,TSS,13006,0.892,0.732,0.883,0.914,0.807,0.858,0.824,0.64,0.9,0.924,13006,0.837,N,13006,20220508
20220507,Onefitall_26,TSS,13004,0.884,0.789,0.871,0.892,0.738,0.808,0.877,0.711,0.792,0.91,13004,0.827,C,13004,20220508
20220508,Onefitall_26,TSS,13006,0.665,0.49,0.601,0.691,0.592,0.68,0.581,0.483,0.661,0.766,13006,0.621,C,13006,20220509
20220509,Onefitall_26,TSS,13006,0.657,0.491,0.535,0.594,0.601,0.64,0.505,0.512,0.624,0.723,13006,0.588,X,13006,20220510
20220510,Onefitall_26,TSS,13006,0.747,0.613,0.653,0.677,0.718,0.73,0.655,0.605,0.72,0.801,13006,0.691,C,13006,20220511
20220510,Onefitall_26,TSS,13007,0.725,0.461,0.722,0.877,0.491,0.711,0.662,0.375,0.666,0.815,13007,0.65,M,13007,20220511
20220511,Onefitall_26,TSS,13006,0.618,0.507,0.498,0.541,0.623,0.644,0.551,0.535,0.596,0.713,13006,0.582,C,13006,20220512
20220511,Onefitall_26,TSS,13007,0.822,0.665,0.754,0.866,0.682,0.777,0.791,0.606,0.733,0.895,13007,0.759,C,13007,20220512
20220512,Onefitall_26,TSS,13006,0.485,0.434,0.393,0.446,0.547,0.576,0.526,0.5,0.497,0.657,13006,0.506,N,13006,20220513
20220512,Onefitall_26,TSS,13007,0.965,0.924,0.962,0.958,0.936,0.933,0.952,0.868,0.96,0.965,13007,0.942,C,13007,20220513
20220513,Onefitall_26,TSS,13007,0.855,0.803,0.813,0.819,0.821,0.807,0.857,0.774,0.794,0.891,13007,0.823,N,13007,20220514
20220513,Onefitall_26,TSS,13006,0.489,0.447,0.457,0.506,0.557,0.596,0.572,0.506,0.547,0.686,13006,0.536,C,13006,20220514
20220513,Onefitall_26,TSS,13008,0.015,0.036,0.012,0.004,0.03,0.026,0.012,0.083,0.022,0.008,13008,0.024,N,13008,20220514
20220514,Onefitall_26,TSS,13010,0.532,0.374,0.554,0.719,0.43,0.623,0.584,0.355,0.558,0.685,13010,0.541,N,13010,20220515
20220514,Onefitall_26,TSS,13006,0.284,0.295,0.258,0.305,0.357,0.417,0.377,0.365,0.356,0.412,13006,0.342,N,13006,20220515
20220514,Onefitall_26,TSS,"13007,13012",0.612,0.6,0.49,0.54,0.643,0.623,0.634,0.651,0.507,0.713,13007,0.601,N,13012,20220515
20220515,Onefitall_26,TSS,13011,0.118,0.104,0.15,0.086,0.099,0.176,0.101,0.139,0.131,0.099,13011,0.12,N,13011,20220516
20220515,Onefitall_26,TSS,13010,0.45,0.35,0.372,0.535,0.41,0.55,0.475,0.364,0.459,0.556,13010,0.452,C,13010,20220516
20220515,Onefitall_26,TSS,"13007,13012",0.518,0.536,0.387,0.438,0.605,0.579,0.576,0.615,0.442,0.651,13007,0.534,N,13012,20220516
20220516,Onefitall_26,TSS,"13007,13012",0.474,0.467,0.35,0.414,0.556,0.556,0.543,0.553,0.411,0.636,13007,0.496,C,13007,20220517
20220516,Onefitall_26,TSS,13010,0.226,0.216,0.122,0.216,0.258,0.333,0.211,0.283,0.227,0.243,13010,0.233,C,13010,20220517
20220516,Onefitall_26,TSS,13013,0.026,0.046,0.02,0.006,0.038,0.042,0.018,0.094,0.033,0.011,13013,0.033,N,13013,20220517
20220517,Onefitall_26,TSS,"13011,13014,13015,13017",0.779,0.743,0.866,0.841,0.858,0.809,0.866,0.776,0.836,0.928,13014,0.83,M,13014,20220518
20220517,Onefitall_26,TSS,13010,0.146,0.154,0.065,0.107,0.182,0.224,0.102,0.227,0.145,0.112,13010,0.146,N,13010,20220518
20220517,Onefitall_26,TSS,"13007,13012",0.503,0.466,0.406,0.468,0.559,0.596,0.577,0.519,0.491,0.661,13007,0.524,C,13007,20220518
20220518,Onefitall_26,TSS,13016,0.44,0.248,0.566,0.66,0.261,0.462,0.338,0.205,0.446,0.489,13016,0.411,N,13016,20220519
20220518,Onefitall_26,TSS,"13011,13014,13015,13017",0.844,0.827,0.922,0.894,0.908,0.861,0.911,0.844,0.892,0.937,13014,0.884,M,13014,20220519
20220518,Onefitall_26,TSS,13010,0.088,0.107,0.038,0.048,0.118,0.138,0.048,0.172,0.09,0.048,13010,0.089,C,13010,20220519
20220519,Onefitall_26,TSS,"13011,13014,13015,13017",0.893,0.872,0.943,0.921,0.928,0.892,0.929,0.874,0.921,0.94,13014,0.911,M,13014,20220520
20220519,Onefitall_26,TSS,13010,0.128,0.145,0.055,0.074,0.161,0.197,0.076,0.212,0.128,0.08,13010,0.125,C,13010,20220520
20220519,Onefitall_26,TSS,13018,0.022,0.041,0.019,0.005,0.035,0.037,0.016,0.087,0.03,0.01,13018,0.03,N,13018,20220520
20220519,Onefitall_26,TSS,13016,0.198,0.148,0.234,0.254,0.15,0.259,0.13,0.157,0.216,0.179,13016,0.192,N,13016,20220520
20220520,Onefitall_26,TSS,13010,0.25,0.215,0.123,0.19,0.249,0.328,0.169,0.27,0.225,0.216,13010,0.223,C,13010,20220521
20220520,Onefitall_26,TSS,"13011,13014,13015,13017",0.879,0.869,0.938,0.906,0.925,0.885,0.924,0.875,0.911,0.934,13017,0.904,C,13014,20220521
20220520,Onefitall_26,TSS,13016,0.032,0.061,0.024,0.013,0.057,0.058,0.024,0.118,0.045,0.02,13016,0.045,N,13016,20220521
20220521,Onefitall_26,TSS,"13011,13014,13015,13017",0.885,0.874,0.941,0.909,0.929,0.889,0.93,0.877,0.917,0.936,13011,0.908,C,13017,20220522
20220521,Onefitall_26,TSS,13016,0.038,0.059,0.032,0.012,0.053,0.062,0.024,0.102,0.049,0.018,13016,0.044,N,13016,20220522
20220521,Onefitall_26,TSS,13019,0.296,0.191,0.286,0.385,0.209,0.384,0.242,0.207,0.308,0.297,13019,0.28,C,13019,20220522
