predictday,noaaID,Class,CV_average,NOAA_NUMS,MPlus,y_true
20231227,13533,N,0.026,1,0.299,0
20231227,13529,N,0.615,1,0.2110999999999999,0
20231227,13531,N,0.122,1,0.0018,0
20231228,13531,N,0.116,1,0.006,0
20231228,13533,C,0.036,1,0.0137,0
20231229,13533,C,0.362,1,0.0067,0
20231229,13531,N,0.205,1,0.0314,0
20231230,13533,N,0.432,1,0.0013,0
20231230,13531,N,0.404,1,0.0988,0
20231230,13534,C,0.391,1,0.0015,0
20231231,13534,N,0.529,1,0.0186,0
20240101,13534,N,0.148,1,0.0027,0
20240102,13534,N,0.035,1,0.2623,0
20240103,13534,N,0.028,1,0.0012,0
20240103,13536,C,0.927,1,0.0042,0
20240104,13534,C,0.063,1,0.0015,0
20240105,13534,C,0.465,1,0.0015,0
20240108,13538,C,0.499,1,0.0011,0
20240109,13538,C,0.621,1,0.0365,0
20240110,13543,N,0.205,1,0.0019,0
20240110,13544,N,0.016,1,0.0044,0
20240112,13546,N,0.706,1,0.0017,0
20240112,13544,N,0.185,1,0.0382,0
20240112,13545,N,0.44,1,0.1188,0
20240115,13546,N,0.064,1,0.2105,0
20240115,13545,N,0.09,1,0.0372,0
20240116,13545,C,0.095,1,0.2041,0
20240116,13549,C,0.807,1,0.0066,0
20240116,13553,C,0.686,1,0.0764,0
20240116,13548,N,0.063,1,0.0956,0
20240116,13550,N,0.03,1,0.0040999999999999,0
20240120,13549,N,0.401,1,0.0385999999999999,0
20240120,13551,N,0.09,1,0.0407,0
20240120,13556,N,0.216,1,0.0052,0
20240120,13555,C,0.174,1,0.0021,0
20240207,13571,N,0.068,1,0.0629,0
20240207,13574,C,0.041,1,0.0023,0
20240207,13576,M,0.839,1,0.1085999999999999,1
20240207,13572,N,0.024,1,0.0044,0
20240209,13571,N,0.07,1,0.0019,0
20240209,13574,C,0.045,1,0.0281,0
20240209,13577,N,0.014,1,0.0046999999999999,0
20240210,13577,N,0.029,1,0.027,0
20240210,13571,N,0.141,1,0.0015,0
20240210,13574,N,0.016,1,0.0033,0
20240211,13581,N,0.087,1,0.0014,0
20240211,13574,N,0.014,1,0.0029,0
20240211,13571,N,0.247,1,0.0143,0
20240212,13581,N,0.068,1,0.0062,0
20240213,13582,N,0.513,1,0.7254,0
20240213,13583,C,0.497,1,0.0227999999999999,0
20240213,13584,N,0.448,1,0.0015,0
20240213,13581,N,0.041,1,0.0289,0
20240214,13582,M,0.605,1,0.2902,1
20240214,13583,C,0.523,1,0.2916,0
20240214,13581,N,0.034,1,0.0538999999999999,0
20240214,13584,C,0.322,1,0.0014,0
20240215,13581,N,0.024,1,0.7667,0
20240215,13584,N,0.212,1,0.0019,0
20240215,13583,C,0.374,1,0.0931,0
20240215,13582,N,0.414,1,0.2544,0
20240216,13582,N,0.397,1,0.0339,0
20240216,13583,N,0.284,1,0.0675,0
20240216,13585,N,0.189,1,0.0018,0
20240216,13584,N,0.102,1,0.0131,0
20240216,13581,N,0.026,1,0.0128,0
20240218,13583,C,0.654,1,0.0489,0
20240218,13586,N,0.582,1,0.0235,0
20240218,13581,N,0.058,1,0.0118,0
20240218,13584,N,0.087,1,0.8131999999999999,0
20240218,13587,N,0.029,1,0.1378,0
20240219,13581,N,0.08,1,0.008,0
20240219,13584,N,0.057,1,0.0574,0
20240219,13587,N,0.027,1,0.0037,0
20240220,13584,C,0.06,1,0.0056,0
20240222,13590,X,0.877,1,0.1735,1
20240223,13590,M,0.907,1,0.0187,1
20240224,13590,M,0.926,1,0.0983,1
20240225,13590,M,0.943,1,0.7186,1
20240226,13591,N,0.496,1,0.0015,0
20240226,13594,N,0.084,1,0.0017,0
20240227,13594,N,0.073,1,0.1328,0
20240227,13591,N,0.325,1,0.0019,0
20240228,13594,C,0.065,1,0.1115,0
20240228,13592,N,0.105,1,0.0831,0
20240228,13590,M,0.945,1,0.0625,1
20240228,13595,N,0.808,1,0.0584,0
20240228,13591,N,0.143,1,0.0017,0
20240229,13590,C,0.932,1,0.0838,0
20240229,13596,C,0.658,1,0.0049,0
20240229,13591,N,0.052,1,0.0028,0
20240229,13592,N,0.044,1,0.004,0
20240229,13594,C,0.078,1,0.0045,0
20240229,13595,N,0.808,1,0.184,0
20240301,13595,C,0.544,1,0.1903,0
20240301,13591,N,0.033,1,0.2037,0
20240301,13596,N,0.345,1,0.0042,0
20240302,13596,N,0.074,1,0.1051,0
20240302,13591,N,0.054,1,0.0670999999999999,0
20240302,13595,C,0.54,1,0.0151,0
20240303,13596,N,0.054,1,0.005,0
20240303,13595,N,0.577,1,0.1157,0
20240303,13591,C,0.102,1,0.1493,0
20240304,13596,N,0.069,1,0.1527,0
20240304,13591,N,0.131,1,0.2269999999999999,0
20240304,13595,C,0.67,1,0.002,0
20240305,13591,N,0.158,1,0.009,0
20240308,13602,N,0.023,1,0.0043,0
20240308,13604,N,0.239,1,0.0016,0
20240308,13603,N,0.019,1,0.0063,0
20240309,13603,N,0.017,1,0.0051,0
20240309,13602,N,0.018,1,0.0206,0
20240309,13604,N,0.171,1,0.0662,0
20240310,13604,N,0.055,1,0.0059,0
20240310,13603,C,0.015,1,0.0011,0
20240310,13602,N,0.05,1,0.004,0
20240311,13604,N,0.043,1,0.0299,0
20240311,13602,N,0.098,1,0.1407,0
20240315,13607,N,0.053,1,0.0116,0
20240315,13606,N,0.019,1,0.0033,0
20240316,13610,N,0.014,1,0.0133,0
20240316,13607,N,0.027,1,0.1018,0
20240318,13607,N,0.077,1,0.0058,0
20240318,13611,N,0.015,1,0.0032,0
20240319,13613,N,0.335,1,0.0016,0
20240319,13608,N,0.021,1,0.0127,0
20240319,13607,N,0.621,1,0.0101,0
20240319,13611,N,0.015,1,0.0058,0
20240320,13613,C,0.441,1,0.0009,0
20240320,13607,N,0.619,1,0.0011,0
20240320,13614,N,0.877,1,0.1485,0
20240320,13608,N,0.018,1,0.0984999999999999,0
20240320,13611,N,0.013,1,0.0034,0
20240321,13616,N,0.136,1,0.0056999999999999,0
20240321,13615,C,0.936,1,0.0798,0
20240321,13608,N,0.029,1,0.0852999999999999,0
20240321,13614,C,0.827,1,0.0216,0
20240322,13614,C,0.812,1,0.0208,0
20240322,13615,C,0.817,1,0.0650999999999999,0
20240323,13615,M,0.781,1,0.0951,1
20240323,13617,N,0.608,1,0.0017,0
20240323,13614,N,0.757,1,0.0045,0
20240324,13617,N,0.184,1,0.0017,0
20240324,13619,N,0.701,1,0.0098999999999999,0
20240324,13615,M,0.948,1,0.9933,1
20240324,13614,N,0.603,1,0.0127,0
20240326,13614,N,0.472,1,0.2475,0
20240326,13620,N,0.03,1,0.0635,0
20240326,13619,N,0.633,1,0.0062,0
20240326,13617,N,0.067,1,0.0031,0
20240326,13615,M,0.794,1,0.0368,1
20240327,13620,N,0.016,1,0.0185,0
20240327,13617,N,0.031,1,0.0162,0
20240327,13619,N,0.263,1,0.7367,0
20240327,13622,N,0.161,1,0.0293,0
20240327,13614,N,0.538,1,0.0084,0
20240328,13620,N,0.015,1,0.0319,0
20240328,13619,N,0.26,1,0.0015,0
20240328,13617,N,0.056,1,0.0054,0
20240329,13617,N,0.106,1,0.1278,0
20240329,13619,N,0.339,1,0.0060999999999999,0
20240329,13620,N,0.015,1,0.5946,0
20240330,13619,N,0.339,1,0.0144,0
20240330,13617,N,0.078,1,0.0023,0
20240402,13624,N,0.014,1,0.0053,0
20240404,13624,N,0.014,1,0.1226,0
20240405,13627,N,0.024,1,0.0486,0
20240406,13628,N,0.55,1,0.0040999999999999,0
20240406,13627,N,0.021,1,0.1003999999999999,0
20240407,13628,N,0.465,1,0.0093999999999999,0
20240407,13629,N,0.09,1,0.0013,0
20240408,13628,N,0.343,1,0.002,0
20240408,13632,C,0.286,1,0.0048,0
20240408,13629,N,0.148,1,0.0144999999999999,0
20240408,13630,C,0.032,1,0.0095,0
20240408,13631,N,0.014,1,0.0121,0
20240409,13631,C,0.014,1,0.0112,0
20240409,13632,N,0.065,1,0.0044,0
20240409,13633,N,0.517,1,0.0105,0
20240409,13628,N,0.17,1,0.0044,0
20240410,13633,N,0.354,1,0.0018,0
20240410,13628,N,0.172,1,0.0012,0
20240410,13632,N,0.014,1,0.2755,0
20240412,13634,C,0.714,1,0.001,0
20240412,13628,N,0.301,1,0.2401,0
20240412,13633,C,0.073,1,0.0014,0
20240414,13636,N,0.498,1,0.0018,0
20240414,13634,N,0.372,1,0.0833,0
20240414,13633,N,0.065,1,0.0203,0
20240414,13635,N,0.177,1,0.0143,0
20240415,13633,N,0.084,1,0.0878999999999999,0
20240415,13634,M,0.755,1,0.0582,1
20240415,13636,N,0.428,1,0.0013,0
20240415,13635,N,0.097,1,0.0021,0
20240416,13633,N,0.087,1,0.1463,0
20240416,13636,N,0.309,1,0.0462,0
20240416,13635,N,0.308,1,0.9424,0
20240416,13634,N,0.933,1,0.0512,0
20240417,13636,N,0.245,1,0.0641,0
20240417,13641,N,0.055,1,0.0394,0
20240417,13634,N,0.924,1,0.1802,0
20240418,13641,N,0.058,1,0.05,0
20240418,13636,N,0.121,1,0.0056,0
20240419,13644,N,0.344,1,0.0019,0
20240419,13636,C,0.049,1,0.1146,0
20240419,13641,N,0.093,1,0.2367,0
20240420,13641,N,0.144,1,0.2148,0
20240420,13636,C,0.036,1,0.1503999999999999,0
20240422,13636,C,0.032,1,0.0935999999999999,0
20240424,13652,N,0.058,1,0.2322,0
20240424,13655,N,0.323,1,0.0336,0
20240425,13652,N,0.041,1,0.2312,0
20240425,13653,N,0.015,1,0.0317,0
20240425,13655,N,0.083,1,0.0152,0
20240425,13657,N,0.236,1,0.0021,0
20240426,13657,N,0.041,1,0.1123,0
20240426,13652,N,0.069,1,0.2375,0
20240426,13655,N,0.051,1,0.0415,0
20240428,13655,N,0.019,1,0.0111,0
20240428,13657,N,0.054,1,0.0074,0
20240428,13652,N,0.286,1,0.0136,0
20240430,13660,N,0.029,1,0.0045,0
20240430,13655,N,0.11,1,0.0637,0
20240501,13655,N,0.198,1,0.0132,0
20240503,13662,N,0.087,1,0.0049,0
20240504,13664,C,0.742,1,0.0417,0
20240504,13662,N,0.12,1,0.2137,0
20240507,13666,N,0.066,1,0.1013,0
20240507,13667,N,0.115,1,0.2559,0
20240508,13666,N,0.101,1,0.0093999999999999,0
20240508,13667,N,0.138,1,0.0016,0
20240511,13667,N,0.065,1,0.0048,0
20240513,13672,N,0.195,1,0.002,0
20240513,13667,N,0.127,1,0.0124,0
20240514,13672,N,0.107,1,0.0028,0
20240514,13667,N,0.15,1,0.0237999999999999,0
20240514,13675,N,0.65,1,0.0013,0
20240515,13667,N,0.178,1,0.0069999999999999,0
20240515,13672,N,0.087,1,0.0092,0
20240515,13678,N,0.017,1,0.0011,0
20240516,13672,C,0.038,1,0.0031,0
20240517,13672,N,0.141,1,0.0032,0
20240518,13672,N,0.095,1,0.0019,0
20240519,13672,C,0.132,1,0.003,0
20240521,13684,N,0.094,1,0.8511,0
20240522,13684,N,0.096,1,0.1848,0
20240523,13684,N,0.392,1,0.1649,0
20240524,13684,N,0.543,1,0.0014,0
20240524,13689,N,0.254,1,0.0016,0
20240525,13689,N,0.065,1,0.018,0
20240526,13689,N,0.037,1,0.1253999999999999,0
20240526,13690,N,0.07,1,0.0034,0
20240527,13690,N,0.061,1,0.0045,0
20240529,13696,N,0.015,1,0.0069999999999999,0
20240529,13693,N,0.209,1,0.0525,0
20240531,13693,N,0.024,1,0.6927,0
20240531,13696,N,0.017,1,0.0809,0
20240531,13697,X,0.817,1,0.2176,1
20240601,13697,X,0.77,1,0.0482,1
20240601,13693,N,0.023,1,0.0294,0
20240602,13693,N,0.031,1,0.0048,0
20240602,13697,M,0.724,1,0.2211,1
20240602,13698,N,0.354,1,0.0210999999999999,0
