Threshold,Metric Name/BS and BSS ,Class 0 Value,Class 1 Value
0.6500000000000001,Accuracy,0.828,0.828
0.6500000000000001,Recall,0.826,0.862
0.6500000000000001,Precision,0.989,0.235
0.6500000000000001,TSS,0.689,0.689
0.6500000000000001,HSS,0.306,0.306
0.6500000000000001,FAR,0.01,0.764
0.6500000000000001,FPR,0.137,0.173
